Date,Subject,Snippet,Prediction,Confidence,Source
2025-06-17 16:41:55.081722,Historical Ingestion,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717,Spam,99.13021665908497,Dataset
2025-12-26 19:10:55.081722,Historical Ingestion,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done i",Ham,94.81185636444542,Dataset
2025-01-03 20:44:55.081722,Historical Ingestion,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rent,Spam,96.52682607760536,Dataset
2025-05-20 04:27:55.081722,Historical Ingestion,Dai i downloaded but there is only exe file which i can only run that exe after installing.,Ham,99.22852266939525,Dataset
2025-08-27 14:12:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,96.29951923108928,Dataset
2025-12-15 11:59:55.081722,Historical Ingestion,Fun fact: although you would think armand would eventually build up a tolerance or some shit conside,Ham,88.43764728874703,Dataset
2025-12-22 10:43:55.081722,Historical Ingestion,But i dint slept in afternoon.,Ham,97.4724374890483,Dataset
2025-10-10 15:34:55.081722,Historical Ingestion,I think if he rule tamilnadu..then its very tough for our people.,Ham,95.48764426195038,Dataset
2024-09-07 07:08:55.081722,Historical Ingestion,You are right though. I can't give you the space you want and need. This is really starting to becom,Ham,94.53332772094264,Dataset
2024-04-06 04:19:55.081722,Historical Ingestion,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",Ham,90.6345456246025,Dataset
2024-03-27 19:18:55.081722,Historical Ingestion,aathi..where are you dear..,Ham,88.18797771592403,Dataset
2024-10-30 05:35:55.081722,Historical Ingestion,Hey what are you doing. Y no reply pa..,Ham,90.56343015522464,Dataset
2024-12-18 10:04:55.081722,Historical Ingestion,Well its not like you actually called someone a punto. That woulda been worse.,Ham,92.66373501924754,Dataset
2024-09-27 21:56:55.081722,Historical Ingestion,"Alright, I'll head out in a few minutes, text me where to meet you",Ham,85.39772708580944,Dataset
2024-08-20 18:38:55.081722,Historical Ingestion,Send me the new number,Ham,85.74158595206801,Dataset
2024-11-24 03:22:55.081722,Historical Ingestion,Take us out shopping and Mark will distract Isaiah.=D,Ham,97.62560758134951,Dataset
2025-08-21 05:05:55.081722,Historical Ingestion,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs,Spam,99.10503162453284,Dataset
2025-04-02 13:29:55.081722,Historical Ingestion,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes ",Ham,93.1326726971707,Dataset
2024-07-02 08:47:55.081722,Historical Ingestion,Just wanted to say holy shit you guys weren't kidding about this bud,Ham,96.61737609834223,Dataset
2025-11-02 09:56:55.081722,Historical Ingestion,Jus finish blowing my hair. U finish dinner already?,Ham,93.1305172329849,Dataset
2024-03-06 23:51:55.081722,Historical Ingestion,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,Ham,91.46747730551388,Dataset
2024-10-01 00:57:55.081722,Historical Ingestion,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me w,Ham,85.1020015546503,Dataset
2024-03-15 09:15:55.081722,Historical Ingestion,Well then you have a great weekend!,Ham,86.30115096055499,Dataset
2025-03-27 16:02:55.081722,Historical Ingestion,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the,Ham,91.52360288877942,Dataset
2024-11-01 19:27:55.081722,Historical Ingestion,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,Ham,85.91078659413806,Dataset
2025-01-21 01:02:55.081722,Historical Ingestion,Why did I wake up on my own &gt;:(,Ham,87.75457738551786,Dataset
2025-12-12 08:54:55.081722,Historical Ingestion,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with grea",Spam,95.29868604060168,Dataset
2025-10-14 19:20:55.081722,Historical Ingestion,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go ",Ham,91.06037982547863,Dataset
2024-08-10 23:11:55.081722,Historical Ingestion,How come guoyang go n tell her? Then u told her?,Ham,91.27523321219904,Dataset
2025-02-01 13:10:55.081722,Historical Ingestion,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsub,Spam,96.41843095273104,Dataset
2024-08-20 04:26:55.081722,Historical Ingestion,ringtoneking 84484,Spam,92.16889434306825,Dataset
2024-05-30 06:21:55.081722,Historical Ingestion,Ok. I.ll do you right later.,Ham,92.47002679900952,Dataset
2026-01-07 11:08:55.081722,Historical Ingestion,First answer my question.,Ham,91.6235150826229,Dataset
2025-06-29 06:01:55.081722,Historical Ingestion,"Yup, no need. I'll jus wait 4 e rain 2 stop.",Ham,96.750910622199,Dataset
2025-01-14 04:00:55.081722,Historical Ingestion,Pls speak with me. I wont ask anything other then you friendship.,Ham,98.63813767223868,Dataset
2025-12-26 17:53:55.081722,Historical Ingestion,"Sorry, I'll call later",Ham,87.53778407422482,Dataset
2026-01-16 17:49:55.081722,Historical Ingestion,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it",Ham,95.38044975274452,Dataset
2025-09-09 15:02:55.081722,Historical Ingestion,Aiyah e rain like quite big leh. If drizzling i can at least run home.,Ham,96.89967918301376,Dataset
2024-07-16 12:55:55.081722,Historical Ingestion,You should get more chicken broth if you want ramen unless there's some I don't know about,Ham,87.30522063585614,Dataset
2025-03-08 19:06:55.081722,Historical Ingestion,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tel,Spam,94.84573583483778,Dataset
2025-12-09 22:40:55.081722,Historical Ingestion,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my g,Ham,92.34216643356778,Dataset
2025-02-03 12:03:55.081722,Historical Ingestion,And I don't plan on staying the night but I prolly won't be back til late,Ham,98.03778320160582,Dataset
2024-02-26 05:48:55.081722,Historical Ingestion,Now only i reached home. . . I am very tired now. . I will come tomorro,Ham,98.25433138339127,Dataset
2024-04-02 05:29:55.081722,Historical Ingestion,All day working day:)except saturday and sunday..,Ham,87.14725257566059,Dataset
2024-03-12 23:51:55.081722,Historical Ingestion,ÌÏ wait 4 me in sch i finish ard 5..,Ham,89.52966350391317,Dataset
2025-06-24 01:27:55.081722,Historical Ingestion,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java ga",Spam,97.206259705505,Dataset
2024-02-14 17:13:55.081722,Historical Ingestion,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope y",Ham,93.40388973565832,Dataset
2024-05-01 07:14:55.081722,Historical Ingestion,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks U,Spam,93.24890425226803,Dataset
2025-01-19 15:09:55.081722,Historical Ingestion,Sending you greetings of joy and happiness. Do have a gr8 evening,Ham,99.0999019521729,Dataset
2025-09-29 11:23:55.081722,Historical Ingestion,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bon,Ham,99.06045691583164,Dataset
2025-10-25 16:05:55.081722,Historical Ingestion,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,Ham,85.8435007681686,Dataset
2024-10-14 12:39:55.081722,Historical Ingestion,Pls speak to that customer machan.,Ham,94.2496707827894,Dataset
2024-04-18 16:59:55.081722,Historical Ingestion,But you dint in touch with me.,Ham,92.80014498110454,Dataset
2025-09-19 07:54:55.081722,Historical Ingestion,Are you up for the challenge? I know i am :),Ham,92.66808616502377,Dataset
2025-11-01 06:58:55.081722,Historical Ingestion,Oh my God. I'm almost home,Ham,85.46607805589898,Dataset
2024-04-01 17:17:55.081722,Historical Ingestion,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,Ham,88.73711008267524,Dataset
2025-08-17 00:39:55.081722,Historical Ingestion,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",Ham,91.3291791325394,Dataset
2025-11-16 10:31:55.081722,Historical Ingestion,And how's your husband.,Ham,93.14825296123377,Dataset
2025-02-25 23:25:55.081722,Historical Ingestion,Dear are you angry i was busy dear,Ham,89.99669094718331,Dataset
2024-12-19 05:33:55.081722,Historical Ingestion,Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Di,Ham,96.44778033334272,Dataset
2024-08-07 18:36:55.081722,Historical Ingestion,Wat r u doing?,Ham,85.49067756045687,Dataset
2024-02-01 18:49:55.081722,Historical Ingestion,How come she can get it? Should b quite diff to guess rite...,Ham,98.37195562035328,Dataset
2025-03-09 19:36:55.081722,Historical Ingestion,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",Ham,95.38217885127372,Dataset
2025-02-11 19:21:55.081722,Historical Ingestion,Ok i vl..do u know i got adsense approved..,Ham,98.2103937431509,Dataset
2024-05-17 10:08:55.081722,Historical Ingestion,Siva is in hostel aha:-.,Ham,96.74364984493972,Dataset
2024-11-11 09:12:55.081722,Historical Ingestion,We still on for tonight?,Ham,98.67763445781752,Dataset
2025-03-01 03:27:55.081722,Historical Ingestion,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or ,Spam,99.79382092348632,Dataset
2025-10-30 12:52:55.081722,Historical Ingestion,Just curious because my cuz asked what I was up to,Ham,94.62277832007123,Dataset
2024-07-13 23:14:55.081722,Historical Ingestion,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refuse",Spam,96.08631731580287,Dataset
2025-05-23 13:27:55.081722,Historical Ingestion,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true ",Ham,87.15806600817153,Dataset
2024-07-06 23:30:55.081722,Historical Ingestion,I'm good. Have you registered to vote?,Ham,86.56142746296084,Dataset
2025-10-29 04:11:55.081722,Historical Ingestion,Designation is software developer and may be she get chennai:),Ham,96.75532201570488,Dataset
2024-03-20 16:21:55.081722,Historical Ingestion,Din i tell u jus now 420,Ham,92.61020122480284,Dataset
2025-04-26 13:49:55.081722,Historical Ingestion,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text w",Ham,88.57989816054152,Dataset
2025-08-05 13:09:55.081722,Historical Ingestion,Tell dear what happen to you. Why you talking to me like an alian,Ham,94.72762328103504,Dataset
2024-06-07 04:10:55.081722,Historical Ingestion,Get me out of this dump heap. My mom decided to come to lowes. BORING.,Ham,91.91227775987744,Dataset
2024-11-07 16:09:55.081722,Historical Ingestion,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,Ham,95.8325025610188,Dataset
2025-10-28 15:22:55.081722,Historical Ingestion,You have an important customer service announcement from PREMIER.,Spam,93.1928895898188,Dataset
2024-10-24 18:24:55.081722,Historical Ingestion,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me ,Ham,95.8864774618906,Dataset
2025-08-21 19:01:55.081722,Historical Ingestion,What's a feathery bowa? Is that something guys have that I don't know about?,Ham,89.13821592477113,Dataset
2024-11-29 08:14:55.081722,Historical Ingestion,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club,Spam,97.83871300824566,Dataset
2024-04-01 07:57:55.081722,Historical Ingestion,K da:)how many page you want?,Ham,89.72634721505867,Dataset
2024-05-05 16:05:55.081722,Historical Ingestion,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,Ham,98.8299497025053,Dataset
2025-10-22 17:37:55.081722,Historical Ingestion,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service ,Spam,99.11292470490388,Dataset
2026-01-16 03:59:55.081722,Historical Ingestion,All done? All handed in? Celebrations in full swing yet?,Ham,90.36914358440612,Dataset
2025-01-08 17:58:55.081722,Historical Ingestion,I only haf msn. It's yijue@hotmail.com,Ham,97.4898033794014,Dataset
2024-02-27 07:31:55.081722,Historical Ingestion,Dude just saw a parked car with its sunroof popped up. Sux,Ham,92.43564028240397,Dataset
2024-04-25 07:40:55.081722,Historical Ingestion,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full ",Ham,93.58892270318906,Dataset
2024-05-18 07:11:55.081722,Historical Ingestion,Cuz ibored. And don wanna study,Ham,90.57102341188,Dataset
2026-01-22 09:58:55.081722,Historical Ingestion,Hey! There's veggie pizza... :/,Ham,97.7492613367248,Dataset
2025-11-19 21:23:55.081722,Historical Ingestion,"Can you please ask macho what his price range is, does he want something new or used plus it he only",Ham,94.98943101850756,Dataset
2024-04-05 17:19:55.081722,Historical Ingestion,\Hey j! r u feeling any better,Ham,88.95834086867298,Dataset
2024-11-14 15:53:55.081722,Historical Ingestion,Ok then no need to tell me anything i am going to sleep good night,Ham,89.34013103158217,Dataset
2024-02-15 16:42:55.081722,Historical Ingestion,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp;",Ham,93.08145541124505,Dataset
2024-10-31 06:54:55.081722,Historical Ingestion,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age ran,Ham,91.07425584356766,Dataset
2024-10-04 10:37:55.081722,Historical Ingestion,Is avatar supposed to have subtoitles,Ham,97.50203237530415,Dataset
2024-03-09 13:24:55.081722,Historical Ingestion,How much is torch in 9ja.,Ham,91.02684615396186,Dataset
2024-02-18 08:58:55.081722,Historical Ingestion,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ham,87.21042786908014,Dataset
2025-06-03 02:32:55.081722,Historical Ingestion,7 lor... Change 2 suntec... Wat time u coming?,Ham,92.08660114821222,Dataset
2025-06-22 01:17:55.081722,Historical Ingestion,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,Ham,90.18296907197414,Dataset
2024-11-26 21:15:55.081722,Historical Ingestion,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTE,Spam,95.05777441259411,Dataset
2024-06-13 09:19:55.081722,Historical Ingestion,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STO,Spam,93.84795030120354,Dataset
2025-03-01 04:22:55.081722,Historical Ingestion,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash awai",Spam,98.84529210672686,Dataset
2025-05-04 21:04:55.081722,Historical Ingestion,There are no other charges after transfer charges and you can withdraw anyhow you like,Ham,85.80173492273038,Dataset
2024-02-04 04:37:55.081722,Historical Ingestion,here is my new address -apples&pairs&all that malarky,Ham,96.64982763404412,Dataset
2024-07-15 04:56:55.081722,Historical Ingestion,No problem. How are you doing?,Ham,98.48190653543914,Dataset
2024-04-01 14:32:55.081722,Historical Ingestion,I'm vivek:)i got call from your number.,Ham,95.84851899673194,Dataset
2025-01-29 04:45:55.081722,Historical Ingestion,Aight ill get on fb in a couple minutes,Ham,86.73691163865605,Dataset
2025-12-20 09:37:55.081722,Historical Ingestion,"K, wait chikku..il send aftr  &lt;#&gt; mins",Ham,99.32797838061148,Dataset
2025-09-13 16:15:55.081722,Historical Ingestion,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week,Spam,95.59789412137356,Dataset
2025-02-11 23:54:55.081722,Historical Ingestion,ALSO TELL HIM I SAID HAPPY BIRTHDAY,Ham,90.5257449679856,Dataset
2025-04-15 11:35:55.081722,Historical Ingestion,"I'm in a meeting, call me later at",Ham,88.34571181822396,Dataset
